,occ_brazil,occ_canada,occ_france,occ_germany,occ_italy,occ_mexico,occ_peru,occ_spain,occ_sweden,occ_usa,occ_count_tokens_overall,freq_brazil,tf_idf_brazil,freq_canada,tf_idf_canada,freq_france,tf_idf_france,freq_germany,tf_idf_germany,freq_italy,tf_idf_italy,freq_mexico,tf_idf_mexico,freq_peru,tf_idf_peru,freq_spain,tf_idf_spain,freq_sweden,tf_idf_sweden,freq_usa,tf_idf_usa
cigar,0,0,0,1,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
cinco,0,0,0,0,0,2,0,8,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,4.476336666835198e-06,0.0,0.0,0.0005971931919976113,2.4719429774992584e-05,0.0,0.0,0.0,0.0
cinema,4,1,5,3,0,0,0,1,2,0,16,0.00036294347155430543,-5.906081027046538e-05,0.00024838549428713363,-4.041910022297559e-05,0.0003595311713525563,-5.850553588038389e-05,0.0003992015968063872,-6.496099700506975e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,7.464914899970141e-05,-1.2147454277224525e-05,0.0002578981302385558,-4.196706576342998e-05,0.0,-0.0
cinemas,0,0,1,0,0,0,0,2,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,8.42447641741658e-05,0.0,0.0,0.0,0.0
cinnamon,1,0,0,0,1,4,0,2,1,0,9,9.073586788857636e-05,7.907646830496345e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,1.582534514597788e-05,0.00021628636314480372,1.8849394553671505e-05,0.0,0.0,0.00014929829799940282,1.3011372905180682e-05,0.0001289490651192779,1.1237933683932972e-05,0.0,0.0
circle,1,1,2,1,0,3,1,3,4,0,16,9.073586788857636e-05,-1.4765202567616345e-05,0.00024838549428713363,-4.041910022297559e-05,0.00014381246854102252,-2.3402214352153557e-05,0.0001330671989354624,-2.1653665668356585e-05,0.0,-0.0,0.0001622147723586028,-2.6396771520119997e-05,0.0005473453749315818,-8.906803366048153e-05,0.0002239474469991042,-3.6442362831673575e-05,0.0005157962604771116,-8.393413152685996e-05,0.0,-0.0
circuit,1,8,3,0,1,1,0,2,0,0,16,9.073586788857636e-05,-1.4765202567616345e-05,0.001987083954297069,-0.0003233528017838047,0.00021571870281153377,-3.510332152823033e-05,0.0,-0.0,0.00018158707100054475,-2.9549173324441572e-05,5.407159078620093e-05,-8.798923840039998e-06,0.0,-0.0,0.00014929829799940282,-2.429490855444905e-05,0.0,-0.0,0.0,-0.0
circular,0,1,1,2,2,1,2,2,1,0,12,0.0,-0.0,0.00024838549428713363,-9.386130374913015e-06,7.190623427051126e-05,-2.7172331120586615e-06,0.0002661343978709248,-1.0056835898709195e-05,0.0003631741420010895,-1.3723828178463702e-05,5.407159078620093e-05,-2.043287600811063e-06,0.0010946907498631637,-4.1366788056266886e-05,0.00014929829799940282,-5.64176782463419e-06,0.0001289490651192779,-4.872799598891013e-06,0.0,-0.0
circus,0,0,0,1,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
cirque,0,0,2,0,0,0,0,3,0,0,5,0.0,0.0,0.0,0.0,0.00014381246854102252,4.924465101347614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,7.668468516472221e-05,0.0,0.0,0.0,0.0
citadel,0,0,1,1,0,1,7,2,0,0,12,0.0,-0.0,0.0,-0.0,7.190623427051126e-05,-2.7172331120586615e-06,0.0001330671989354624,-5.028417949354597e-06,0.0,-0.0,5.407159078620093e-05,-2.043287600811063e-06,0.0038314176245210726,-0.0001447837581969341,0.00014929829799940282,-5.64176782463419e-06,0.0,-0.0,0.0,-0.0
cities,1,0,0,0,0,1,0,0,1,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
citizen,3,0,1,4,1,1,0,0,0,0,10,0.00027220760366572906,1.1267403636210438e-05,0.0,0.0,7.190623427051126e-05,2.9763921160728467e-06,0.0005322687957418496,2.2032034681689993e-05,0.00018158707100054475,7.516376458729812e-06,5.407159078620093e-05,2.238168333417599e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
city,82,6,77,69,78,232,13,147,54,9,767,0.007440341166863261,-0.013715544838112874,0.0014903129657228018,-0.002747246913250009,0.005536780038829367,-0.01020651515545324,0.009181636726546906,-0.016925453737400155,0.014163791538042491,-0.02610957126306137,0.012544609062398616,-0.023124765950008404,0.0071154898741105635,-0.013116713094843913,0.010973424902956106,-0.020228440861618478,0.006963249516441006,-0.012836072811695787,0.00482573726541555,-0.008895777002207401
cityscape,0,0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
civic,0,0,1,0,1,1,0,0,1,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
civil,0,0,3,0,1,2,0,8,0,5,19,0.0,-0.0,0.0,-0.0,0.00021571870281153377,-5.120318885336965e-05,0.0,-0.0,0.00018158707100054475,-4.3101673469149066e-05,0.00010814318157240186,-2.566896461496744e-05,0.0,-0.0,0.0005971931919976113,-0.00014175032295885573,0.0,-0.0,0.002680965147453083,-0.0006363563426128792
civilization,0,0,2,0,0,13,0,0,1,0,16,0.0,-0.0,0.0,-0.0,0.00014381246854102252,-2.3402214352153557e-05,0.0,-0.0,0.0,-0.0,0.0007029306802206121,-0.00011438600992051998,0.0,-0.0,0.0,-0.0,0.0001289490651192779,-2.098353288171499e-05,0.0,-0.0
clad,1,0,0,1,1,3,0,0,0,0,6,9.073586788857636e-05,2.3885440048505707e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,3.502880036920577e-05,0.00018158707100054475,4.780124110669718e-05,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claim,4,0,3,1,1,13,1,6,4,1,34,0.00036294347155430543,-0.0001778735983609582,0.0,-0.0,0.00021571870281153377,-0.00010572076620781551,0.0001330671989354624,-6.521440211364338e-05,0.00018158707100054475,-8.899332338551481e-05,0.0007029306802206121,-0.0003444966483449979,0.0005473453749315818,-0.0002682464323393706,0.0004478948939982084,-0.00021950712087967904,0.0005157962604771116,-0.00025278464571710125,0.0005361930294906167,-0.0002627808213855389
clam,0,1,2,0,0,0,0,0,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamber,0,0,1,0,0,0,0,0,2,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002578981302385558,0.00014552454685714058,0.0,0.0
clash,1,0,0,1,0,3,0,0,1,0,6,9.073586788857636e-05,2.3885440048505707e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,3.394473691483964e-05,0.0,0.0
class,8,0,8,8,2,6,0,8,4,0,44,0.0007258869431086109,-0.0004370274866730514,0.0,-0.0,0.0005752498741640901,-0.00034633493425064354,0.0010645375914836992,-0.000640915493096966,0.0003631741420010895,-0.00021865262078371613,0.0003244295447172056,-0.00019532604887897558,0.0,-0.0,0.0005971931919976113,-0.0003595461279952,0.0005157962604771116,-0.0003105402921098452,0.0,-0.0
classic,2,3,6,2,0,14,0,3,2,1,33,0.00018147173577715272,-8.658402227015016e-05,0.0007451564828614009,-0.00035552999606532223,0.00043143740562306753,-0.00020584795630387392,0.0002661343978709248,-0.0001269783778362375,0.0,-0.0,0.000757002271006813,-0.0003611818733684046,0.0,-0.0,0.0002239474469991042,-0.00010685008690347771,0.0002578981302385558,-0.00012304867948927464,0.0005361930294906167,-0.0002558290910025
classical,0,0,3,1,2,2,0,3,2,0,13,0.0,-0.0,0.0,-0.0,0.00021571870281153377,-1.565053580540988e-05,0.0001330671989354624,-9.654114058364834e-06,0.0003631741420010895,-2.6348526293303696e-05,0.00010814318157240186,-7.845859970651209e-06,0.0,-0.0,0.0002239474469991042,-1.6247536686013378e-05,0.0002578981302385558,-1.871068140518678e-05,0.0,-0.0
classify,1,0,1,0,0,1,0,0,1,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
claude,0,0,2,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claustrophobic,0,0,1,0,1,0,0,0,0,1,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.00018158707100054475,0.0001024643963026262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00030255840774185663
claw,0,0,1,0,0,1,0,0,1,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
clay,1,0,0,0,0,0,0,0,0,1,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
clean,3,0,0,0,1,5,0,2,4,0,15,0.00027220760366572906,-3.666597601781768e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00018158707100054475,-2.445951950198951e-05,0.00027035795393100465,-3.64168308363405e-05,0.0,-0.0,0.00014929829799940282,-2.0110267825837004e-05,0.0005157962604771116,-6.94770207079078e-05,0.0,-0.0
cleaning,0,0,0,0,0,1,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
clear,4,2,7,3,6,5,1,7,4,0,39,0.00036294347155430543,-0.00019949983553879837,0.0004967709885742673,-0.00027306106401801995,0.0005033436398935787,-0.00027667386590047595,0.0003992015968063872,-0.00021942990892945076,0.0010895224260032686,-0.0005988798858198012,0.00027035795393100465,-0.00014860817612962965,0.0005473453749315818,-0.0003008603841643537,0.0005225440429979098,-0.0002872277883754792,0.0005157962604771116,-0.00028351872178892287,0.0,-0.0
clearing,1,0,0,0,0,1,0,0,1,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
clearly,1,2,1,0,0,9,0,1,0,0,14,9.073586788857636e-05,-9.503252928047637e-06,0.0004967709885742673,-5.202948361649925e-05,7.190623427051126e-05,-7.531124650896168e-06,0.0,-0.0,0.0,-0.0,0.00048664431707580837,-5.0968863127507134e-05,0.0,-0.0,7.464914899970141e-05,-7.818404786504404e-06,0.0,-0.0,0.0,-0.0
cleft,0,0,2,0,0,0,0,2,0,0,4,0.0,0.0,0.0,0.0,0.00014381246854102252,6.318151921050733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,6.559162344435094e-05,0.0,0.0,0.0,0.0
clergy,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
clientele,2,0,0,0,0,0,0,4,0,0,6,0.00018147173577715272,4.7770880097011414e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029859659599880563,7.860299634953162e-05,0.0,0.0,0.0,0.0
cliff,3,3,18,1,3,3,1,11,2,1,46,0.00027220760366572906,-0.00016914031753652547,0.0007451564828614009,-0.0004630142671559978,0.0012943122168692027,-0.0008042405002818929,0.0001330671989354624,-8.268331956398524e-05,0.0005447612130016343,-0.00033849563093699787,0.0001622147723586028,-0.00010079460579485494,0.0005473453749315818,-0.0003401013390932398,0.0008211406389967154,-0.0005102281734664705,0.0002578981302385558,-0.00016024890948377796,0.0005361930294906167,-0.0003331716603342355
climate,6,1,6,4,1,4,1,3,3,0,29,0.0005444152073314581,-0.00022920169462339047,0.00024838549428713363,-0.00010457161270261576,0.00043143740562306753,-0.00018163743988238918,0.0005322687957418496,-0.00022408799081342969,0.00018158707100054475,-7.644912161625767e-05,0.00021628636314480372,-9.105770795733341e-05,0.0005473453749315818,-0.0002304353107502633,0.0002239474469991042,-9.428306496134616e-05,0.00038684719535783365,-0.00016286472446449944,0.0,-0.0
climax,0,1,0,1,0,1,0,1,0,0,4,0.0,0.0,0.00024838549428713363,0.00010912386831352773,0.0,0.0,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
climb,2,11,7,5,0,15,1,16,4,0,61,0.00018147173577715272,-0.00013500356589284858,0.00273224043715847,-0.0020326151635315353,0.0005033436398935787,-0.00037445603285883323,0.0006653359946773121,-0.0004949681635745455,0.0,-0.0,0.000811073861793014,-0.0006033879770621893,0.0005473453749315818,-0.000407190558211572,0.0011943863839952225,-0.0008885484023320896,0.0005157962604771116,-0.00038371999992394175,0.0,-0.0
climber,0,1,0,0,0,0,0,4,0,0,5,0.0,0.0,0.00024838549428713363,8.50528268311491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029859659599880563,0.0001022462468862963,0.0,0.0,0.0,0.0
climbing,1,0,1,0,0,0,0,1,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
cling,1,0,0,0,0,1,0,1,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
clock,0,0,0,20,0,0,0,2,3,0,25,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0026613439787092482,-0.0009488950725583835,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00014929829799940282,-5.3231908556854675e-05,0.00038684719535783365,-0.00013792933211366056,0.0,-0.0
clockwise,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
clog,0,0,0,0,1,2,0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,4.780124110669718e-05,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0001289490651192779,3.394473691483964e-05,0.0005361930294906167,0.00014114822239923936
cloister,0,0,1,0,1,0,0,4,0,0,6,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.00018158707100054475,4.780124110669718e-05,0.0,0.0,0.0,0.0,0.00029859659599880563,7.860299634953162e-05,0.0,0.0,0.0,0.0
close,12,10,14,8,4,20,2,14,10,2,96,0.0010888304146629162,-0.0010244571794370857,0.0024838549428713363,-0.0023370058317966802,0.0010066872797871575,-0.0009471704659767603,0.0010645375914836992,-0.0010016005832402856,0.000726348284002179,-0.0006834055187080758,0.0010814318157240186,-0.0010174959964110992,0.0010946907498631637,-0.0010299710431103924,0.0010450880859958196,-0.0009833009607598394,0.0012894906511927789,-0.0012132540914008296,0.0010723860589812334,-0.0010089850379424595
closed,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
closely,1,0,2,0,0,1,0,0,1,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.00014381246854102252,4.924465101347614e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
closer,1,1,1,0,2,1,0,0,2,1,9,9.073586788857636e-05,7.907646830496345e-06,0.00024838549428713363,2.1646839473149576e-05,7.190623427051126e-05,6.26664095195946e-06,0.0,0.0,0.0003631741420010895,3.165069029195576e-05,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,0.0,0.0,0.0002578981302385558,2.2475867367865944e-05,0.0005361930294906167,4.672931673935668e-05
closest,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
closing,0,0,0,0,0,2,0,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,4.751083527957853e-05,0.0,0.0,0.00014929829799940282,6.559162344435094e-05,0.0,0.0,0.0,0.0
closure,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloth,3,0,0,0,0,1,0,0,1,0,5,0.00027220760366572906,9.321005738740757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
clothe,0,0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
clothes,3,0,5,1,3,1,1,5,1,0,20,0.00027220760366572906,-7.067525011498669e-05,0.0,-0.0,0.0003595311713525563,-9.334770637296186e-05,0.0001330671989354624,-3.454920964813787e-05,0.0005447612130016343,-0.00014144033621159765,5.407159078620093e-05,-1.4039002406497032e-05,0.0005473453749315818,-0.00014211128106500061,0.000373245744998507,-9.690852138912964e-05,0.0001289490651192779,-3.347998845980092e-05,0.0,-0.0
clothing,2,0,4,1,0,1,0,0,0,0,8,0.00018147173577715272,2.5098030698898734e-05,0.0,0.0,0.00028762493708204504,3.977930485835377e-05,0.0001330671989354624,1.8403552650203788e-05,0.0,0.0,5.407159078620093e-05,7.478246899874633e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,0,1,2,1,0,4,2,0,2,0,12,0.0,-0.0,0.00024838549428713363,-9.386130374913015e-06,0.00014381246854102252,-5.434466224117323e-06,0.0001330671989354624,-5.028417949354597e-06,0.0,-0.0,0.00021628636314480372,-8.173150403244253e-06,0.0010946907498631637,-4.1366788056266886e-05,0.0,-0.0,0.0002578981302385558,-9.745599197782026e-06,0.0,-0.0
club,10,0,6,6,2,9,0,31,0,0,64,0.0009073586788857635,-0.0006939363840174777,0.0,-0.0,0.00043143740562306753,-0.0003299578437444433,0.0007984031936127744,-0.000610608613832864,0.0003631741420010895,-0.00027775096743259926,0.00048664431707580837,-0.0003721793878788234,0.0,-0.0,0.0023141236189907436,-0.0017698123285753604,0.0,-0.0,0.0,-0.0
clue,1,0,0,0,0,0,0,1,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
clump,0,1,1,0,0,0,0,0,1,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
cluster,0,0,6,1,1,2,0,4,3,0,17,0.0,-0.0,0.0,-0.0,0.00043143740562306753,-8.156593207163969e-05,0.0001330671989354624,-2.5157183795083014e-05,0.00018158707100054475,-3.433016818958577e-05,0.00010814318157240186,-2.0445142880939642e-05,0.0,-0.0,0.00029859659599880563,-5.645154858765269e-05,0.00038684719535783365,-7.313587474663398e-05,0.0,-0.0
clustered,0,0,0,1,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clutch,0,0,0,0,0,2,0,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,4.751083527957853e-05,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
co,0,1,1,1,1,2,0,0,0,0,6,0.0,0.0,0.00024838549428713363,6.538535389333865e-05,7.190623427051126e-05,1.892870027860656e-05,0.0001330671989354624,3.502880036920577e-05,0.00018158707100054475,4.780124110669718e-05,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coach,0,1,1,1,0,0,0,0,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,7.190623427051126e-05,4.0574633669271773e-05,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coast,29,0,28,0,3,25,0,18,7,5,115,0.002631340168768714,-0.002682138599098649,0.0,-0.0,0.002013374559574315,-0.0020522430679133404,0.0,-0.0,0.0005447612130016343,-0.0005552779127630579,0.0013517897696550232,-0.0013778862809497494,0.0,-0.0,0.0013436846819946252,-0.0013696247233141953,0.0009026434558349452,-0.0009200691278359389,0.002680965147453083,-0.0027327215956980877
coastal,7,1,4,0,3,10,0,4,0,0,29,0.0006351510752200344,-0.0002674019770606222,0.00024838549428713363,-0.00010457161270261576,0.00028762493708204504,-0.00012109162658825946,0.0,-0.0,0.0005447612130016343,-0.00022934736484877304,0.0005407159078620093,-0.00022764426989333353,0.0,-0.0,0.00029859659599880563,-0.0001257107532817949,0.0,-0.0,0.0,-0.0
coaster,0,0,4,1,0,0,0,1,1,0,7,0.0,0.0,0.0,0.0,0.00028762493708204504,5.6459234959076205e-05,0.0001330671989354624,2.6120378595338413e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,1.4653228213195596e-05,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
coastline,10,2,5,0,1,1,0,7,1,0,27,0.0009073586788857635,-0.00035384364304578736,0.0004967709885742673,-0.00019372631843058235,0.0003595311713525563,-0.00014020675882676432,0.0,-0.0,0.00018158707100054475,-7.081370601067047e-05,5.407159078620093e-05,-2.1086356602182453e-05,0.0,-0.0,0.0005225440429979098,-0.0002037770642733156,0.0001289490651192779,-5.028640606070436e-05,0.0,-0.0
coat,0,0,0,1,0,2,0,1,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0002578981302385558,6.788947382967928e-05,0.0,0.0
cobble,0,0,1,3,0,4,0,1,4,0,13,0.0,-0.0,0.0,-0.0,7.190623427051126e-05,-5.21684526846996e-06,0.0003992015968063872,-2.8962342175094504e-05,0.0,-0.0,0.00021628636314480372,-1.5691719941302418e-05,0.0,-0.0,7.464914899970141e-05,-5.415845562004459e-06,0.0005157962604771116,-3.742136281037356e-05,0.0,-0.0
cobbled,1,0,2,1,0,1,0,2,6,0,13,9.073586788857636e-05,-6.582947749624511e-06,0.0,-0.0,0.00014381246854102252,-1.043369053693992e-05,0.0001330671989354624,-9.654114058364834e-06,0.0,-0.0,5.407159078620093e-05,-3.9229299853256045e-06,0.0,-0.0,0.00014929829799940282,-1.0831691124008919e-05,0.0007736943907156673,-5.6132044215560335e-05,0.0,-0.0
cocktail,0,0,2,1,0,0,0,3,0,0,6,0.0,0.0,0.0,0.0,0.00014381246854102252,3.785740055721312e-05,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,5.895224726214872e-05,0.0,0.0,0.0,0.0
cocoa,3,0,0,0,0,0,0,0,1,0,4,0.00027220760366572906,0.00011958969979954523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
coconut,3,0,0,0,0,3,0,0,0,0,6,0.00027220760366572906,7.165632014551712e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
code,0,0,1,1,1,0,0,0,1,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0001330671989354624,5.846077096876415e-05,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
coffee,16,0,4,0,1,8,0,3,1,0,33,0.0014517738862172217,-0.0006926721781612013,0.0,-0.0,0.00028762493708204504,-0.00013723197086924928,0.0,-0.0,0.00018158707100054475,-8.663905115664834e-05,0.00043257272628960744,-0.0002063896419248026,0.0,-0.0,0.0002239474469991042,-0.00010685008690347771,0.0001289490651192779,-6.152433974463732e-05,0.0,-0.0
coffin,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
