,occ_brazil,occ_canada,occ_france,occ_germany,occ_italy,occ_mexico,occ_peru,occ_spain,occ_sweden,occ_usa,occ_count_tokens_overall,freq_brazil,tf_idf_brazil,freq_canada,tf_idf_canada,freq_france,tf_idf_france,freq_germany,tf_idf_germany,freq_italy,tf_idf_italy,freq_mexico,tf_idf_mexico,freq_peru,tf_idf_peru,freq_spain,tf_idf_spain,freq_sweden,tf_idf_sweden,freq_usa,tf_idf_usa
minded,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mine,7,0,1,0,1,12,1,0,8,0,30,0.0006351510752200344,-0.0002767534694610345,0.0,-0.0,7.190623427051126e-05,-3.133160060123948e-05,0.0,-0.0,0.00018158707100054475,-7.912267469791854e-05,0.0006488590894344112,-0.00028272644288619274,0.0005473453749315818,-0.0002384940172750068,0.0,-0.0,0.0010315925209542231,-0.0004494943335256608,0.0,-0.0
miner,2,0,0,0,0,4,0,0,0,1,7,0.00018147173577715272,3.562192997803615e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021628636314480372,4.2455854902988684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00010525182045252988
mineral,3,0,0,1,1,5,0,0,0,0,10,0.00027220760366572906,1.1267403636210438e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,5.508008670422498e-06,0.00018158707100054475,7.516376458729812e-06,0.00027035795393100465,1.1190841667087996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mingle,1,1,0,0,0,1,0,0,0,1,4,9.073586788857636e-05,3.986323326651507e-05,0.00024838549428713363,0.00010912386831352773,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00023556712805912207
mini,1,0,1,0,0,1,0,0,1,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
miniature,0,0,1,0,0,2,0,1,2,0,6,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0002578981302385558,6.788947382967928e-05,0.0,0.0
minibus,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minimal,1,2,1,0,0,0,0,1,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0004967709885742673,0.0001701056536622982,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
minimize,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minimum,0,1,1,0,0,3,0,1,0,0,6,0.0,0.0,0.00024838549428713363,6.538535389333865e-05,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.0,0.0,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0,0.0,0.0,0.0
mining,8,0,0,0,1,8,0,0,1,0,18,0.0007258869431086109,-0.00015525256869255494,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00018158707100054475,-3.883781004995115e-05,0.00043257272628960744,-9.251857681197404e-05,0.0,-0.0,0.0,-0.0,0.0001289490651192779,-2.7579602829797678e-05,0.0,-0.0
minister,0,1,1,0,1,1,0,1,0,0,5,0.0,0.0,0.00024838549428713363,8.50528268311491e-05,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
minor,0,0,1,2,2,1,0,3,0,1,10,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.9763921160728467e-06,0.0002661343978709248,1.1016017340844997e-05,0.0003631741420010895,1.5032752917459623e-05,5.407159078620093e-05,2.238168333417599e-06,0.0,0.0,0.0002239474469991042,9.269786165622218e-06,0.0,0.0,0.0005361930294906167,2.219446925373999e-05
minute,3,4,6,3,4,15,0,3,11,1,50,0.00027220760366572906,-0.00017899754627832148,0.0009935419771485345,-0.0006533306698239381,0.00043143740562306753,-0.0002837034525826391,0.0003992015968063872,-0.0002625059158394386,0.000726348284002179,-0.00047763015738354364,0.000811073861793014,-0.0005333437756930305,0.0,-0.0,0.0002239474469991042,-0.00014726276183438198,0.0014184397163120568,-0.0009327337860677926,0.0005361930294906167,-0.0003525883748942594
miracle,0,0,1,1,4,1,0,0,0,0,7,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0001330671989354624,2.6120378595338413e-05,0.000726348284002179,0.00014257827865913795,5.407159078620093e-05,1.0613963725747171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miramar,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
mirror,0,0,0,1,0,2,2,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,0.00010814318157240186,3.7030678146664464e-05,0.0010946907498631637,0.00037484694123941575,0.0,0.0,0.0,0.0,0.0,0.0
miró,0,0,3,0,0,0,0,18,0,0,21,0.0,-0.0,0.0,-0.0,0.00021571870281153377,-6.0579551932629805e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0013436846819946252,-0.00037734241358334543,0.0,-0.0,0.0,-0.0
miss,1,2,7,3,3,4,1,6,5,1,33,9.073586788857636e-05,-4.329201113507508e-05,0.0004967709885742673,-0.00023701999737688148,0.0005033436398935787,-0.00024015594902118621,0.0003992015968063872,-0.00019046756675435625,0.0005447612130016343,-0.00025991715346994506,0.00021628636314480372,-0.0001031948209624013,0.0005473453749315818,-0.0002611501120523604,0.0004478948939982084,-0.00021370017380695542,0.0006447453255963894,-0.0003076216987231866,0.0005361930294906167,-0.0002558290910025
missable,0,1,0,1,0,0,0,0,0,0,2,0.0,0.0,0.00024838549428713363,0.0001838953525817794,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mission,7,0,1,0,0,2,1,0,0,1,12,0.0006351510752200344,-2.4001445079920025e-05,0.0,-0.0,7.190623427051126e-05,-2.7172331120586615e-06,0.0,-0.0,0.0,-0.0,0.00010814318157240186,-4.086575201622126e-06,0.0005473453749315818,-2.0683394028133443e-05,0.0,-0.0,0.0,-0.0,0.0005361930294906167,-2.0261962943377913e-05
missionary,1,0,0,0,0,0,0,0,2,1,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002578981302385558,0.00011330308029149262,0.0005361930294906167,0.00023556712805912207
mist,1,2,2,0,0,2,0,1,1,0,9,9.073586788857636e-05,7.907646830496345e-06,0.0004967709885742673,4.329367894629915e-05,0.00014381246854102252,1.253328190391892e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,9.424697276835753e-06,0.0,0.0,7.464914899970141e-05,6.505686452590341e-06,0.0001289490651192779,1.1237933683932972e-05,0.0,0.0
mistake,0,0,1,0,0,1,0,1,1,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
mix,7,0,1,0,1,1,0,4,5,0,19,0.0006351510752200344,-0.00015076004088215473,0.0,-0.0,7.190623427051126e-05,-1.7067729617789886e-05,0.0,-0.0,0.00018158707100054475,-4.3101673469149066e-05,5.407159078620093e-05,-1.283448230748372e-05,0.0,-0.0,0.00029859659599880563,-7.087516147942787e-05,0.0006447453255963894,-0.00015303734093784907,0.0,-0.0
mixed,0,0,1,1,1,0,0,5,0,0,8,0.0,0.0,0.0,0.0,7.190623427051126e-05,9.944826214588443e-06,0.0001330671989354624,1.8403552650203788e-05,0.00018158707100054475,2.511398187148746e-05,0.0,0.0,0.0,0.0,0.000373245744998507,5.162089361237738e-05,0.0,0.0,0.0,0.0
mixture,1,0,0,1,1,0,0,2,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,4.556522698898287e-05,0.00018158707100054475,6.217953165465884e-05,0.0,0.0,0.0,0.0,0.00014929829799940282,5.112312344314815e-05,0.0,0.0,0.0,0.0
moat,0,0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
mobile,0,0,1,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
mock,0,0,0,0,0,1,0,3,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0002239474469991042,9.838743516652642e-05,0.0,0.0,0.0,0.0
model,3,0,2,4,2,3,0,1,0,0,15,0.00027220760366572906,-3.666597601781768e-05,0.0,-0.0,0.00014381246854102252,-1.9371334421148524e-05,0.0005322687957418496,-7.169584771654357e-05,0.0003631741420010895,-4.891903900397902e-05,0.0001622147723586028,-2.18500985018043e-05,0.0,-0.0,7.464914899970141e-05,-1.0055133912918502e-05,0.0,-0.0,0.0,-0.0
modelo,1,0,0,0,0,0,1,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005473453749315818,0.00040523409386658126,0.0,0.0,0.0,0.0,0.0,0.0
moderately,0,0,1,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
modern,4,1,21,10,3,25,4,13,9,0,90,0.00036294347155430543,-0.00033131288423232007,0.00024838549428713363,-0.00022673865481398405,0.0015100309196807364,-0.0013784314596895879,0.0013306719893546241,-0.0012147036916581502,0.0005447612130016343,-0.0004972851775637007,0.0013517897696550232,-0.0012339810536945764,0.0021893814997263274,-0.001998576517309469,0.0009704389369961183,-0.0008858650131124439,0.0011605415860735009,-0.0010594001829181041,0.0,-0.0
modernist,1,0,0,1,0,0,0,1,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
modernize,0,0,0,0,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modest,1,2,0,2,0,2,0,1,0,0,8,9.073586788857636e-05,1.2549015349449367e-05,0.0004967709885742673,6.870476809055214e-05,0.0,0.0,0.0002661343978709248,3.6807105300407576e-05,0.0,0.0,0.00010814318157240186,1.4956493799749267e-05,0.0,0.0,7.464914899970141e-05,1.0324178722475475e-05,0.0,0.0,0.0,0.0
molten,0,0,0,0,1,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
moment,1,0,2,0,2,2,0,0,0,0,7,9.073586788857636e-05,1.7810964989018076e-05,0.0,0.0,0.00014381246854102252,2.8229617479538103e-05,0.0,0.0,0.0003631741420010895,7.128913932956897e-05,0.00010814318157240186,2.1227927451494342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mon,0,0,0,0,0,1,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.00014929829799940282,8.42447641741658e-05,0.0,0.0,0.0,0.0
monarch,0,0,2,0,0,1,0,1,0,0,4,0.0,0.0,0.0,0.0,0.00014381246854102252,6.318151921050733e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
monarchy,0,0,0,0,0,0,0,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,8.42447641741658e-05,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
monastery,0,0,3,2,1,4,0,14,0,0,24,0.0,-0.0,0.0,-0.0,0.00021571870281153377,-7.308949950817165e-05,0.0002661343978709248,-9.017127253582994e-05,0.00018158707100054475,-6.152506928516088e-05,0.00021628636314480372,-7.328183336290278e-05,0.0,-0.0,0.0010450880859958196,-0.0003540952367682393,0.0,-0.0,0.0,-0.0
monastic,0,0,1,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
monday,2,0,0,1,0,1,0,0,1,0,5,0.00018147173577715272,6.214003825827171e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
monde,0,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0.00024838549428713363,0.0001838953525817794,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monet,0,0,11,1,0,0,0,0,1,0,13,0.0,-0.0,0.0,-0.0,0.0007909685769756238,-5.738529795316956e-05,0.0001330671989354624,-9.654114058364834e-06,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0001289490651192779,-9.35534070259339e-06,0.0,-0.0
money,4,0,2,4,0,3,0,2,0,1,16,0.00036294347155430543,-5.906081027046538e-05,0.0,-0.0,0.00014381246854102252,-2.3402214352153557e-05,0.0005322687957418496,-8.661466267342634e-05,0.0,-0.0,0.0001622147723586028,-2.6396771520119997e-05,0.0,-0.0,0.00014929829799940282,-2.429490855444905e-05,0.0,-0.0,0.0005361930294906167,-8.725324262611247e-05
moneyed,0,0,0,1,0,0,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
monk,0,0,3,0,0,0,0,2,0,0,5,0.0,0.0,0.0,0.0,0.00021571870281153377,7.38669765202142e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,5.112312344314815e-05,0.0,0.0,0.0,0.0
monkey,2,0,0,0,0,10,0,0,0,0,12,0.00018147173577715272,-6.857555737120008e-06,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0005407159078620093,-2.043287600811063e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
monolith,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.00024838549428713363,0.0001838953525817794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
monopoly,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
monotonous,1,1,0,0,0,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.00024838549428713363,0.0001838953525817794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monster,0,1,0,0,0,0,0,0,10,0,11,0.0,0.0,0.00024838549428713363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012894906511927789,0.0,0.0,0.0
montana,0,2,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0004967709885742673,0.00021824773662705547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010723860589812334,0.00047113425611824413
monte,4,0,3,0,3,18,0,6,0,0,34,0.00036294347155430543,-0.0001778735983609582,0.0,-0.0,0.00021571870281153377,-0.00010572076620781551,0.0,-0.0,0.0005447612130016343,-0.00026697997015654443,0.0009732886341516167,-0.00047699535924692016,0.0,-0.0,0.0004478948939982084,-0.00021950712087967904,0.0,-0.0,0.0,-0.0
month,1,1,9,4,1,6,0,4,4,1,31,9.073586788857636e-05,-4.082832852518353e-05,0.00024838549428713363,-0.0001117657746338916,0.0006471561084346013,-0.0002912001925709663,0.0005322687957418496,-0.00023950446236915374,0.00018158707100054475,-8.170855432650219e-05,0.0003244295447172056,-0.00014598324062162245,0.0,-0.0,0.00029859659599880563,-0.00013435921429562486,0.0005157962604771116,-0.00023209233200569834,0.0005361930294906167,-0.00024127024593889953
monthly,0,0,1,2,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0002661343978709248,0.0001169215419375283,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
monument,0,1,8,4,4,5,0,13,0,5,40,0.0,-0.0,0.00024838549428713363,-0.0001392616259736059,0.0005752498741640901,-0.00032252379732206077,0.0005322687957418496,-0.000298425711866793,0.000726348284002179,-0.00040723973573251305,0.00027035795393100465,-0.00015158086573205834,0.0,-0.0,0.0009704389369961183,-0.0005440933846078372,0.0,-0.0,0.002680965147453083,-0.0015031295071574729
monumental,0,0,1,1,1,2,0,6,2,0,13,0.0,-0.0,0.0,-0.0,7.190623427051126e-05,-5.21684526846996e-06,0.0001330671989354624,-9.654114058364834e-06,0.00018158707100054475,-1.3174263146651848e-05,0.00010814318157240186,-7.845859970651209e-06,0.0,-0.0,0.0004478948939982084,-3.2495073372026756e-05,0.0002578981302385558,-1.871068140518678e-05,0.0,-0.0
mood,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
moon,0,2,1,0,0,2,0,0,3,0,8,0.0,0.0,0.0004967709885742673,6.870476809055214e-05,7.190623427051126e-05,9.944826214588443e-06,0.0,0.0,0.0,0.0,0.00010814318157240186,1.4956493799749267e-05,0.0,0.0,0.0,0.0,0.00038684719535783365,5.350201089604699e-05,0.0,0.0
moor,1,0,3,1,0,2,0,7,1,0,15,9.073586788857636e-05,-1.222199200593923e-05,0.0,-0.0,0.00021571870281153377,-2.9057001631722782e-05,0.0001330671989354624,-1.792396192913589e-05,0.0,-0.0,0.00010814318157240186,-1.45667323345362e-05,0.0,-0.0,0.0005225440429979098,-7.03859373904295e-05,0.0001289490651192779,-1.736925517697695e-05,0.0,-0.0
moorish,0,0,2,0,0,0,0,12,0,0,14,0.0,-0.0,0.0,-0.0,0.00014381246854102252,-1.5062249301792335e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0008957897879964168,-9.382085743805284e-05,0.0,-0.0,0.0,-0.0
moose,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.00024838549428713363,0.0001838953525817794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
mora,0,0,0,0,0,0,0,3,8,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,0.0,0.0010315925209542231,0.0,0.0,0.0
moral,0,0,0,1,1,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,7.508601868776613e-05,0.00018158707100054475,0.0001024643963026262,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
moreover,0,0,1,1,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morning,1,0,3,1,1,6,2,6,1,0,21,9.073586788857636e-05,-2.5481046146057003e-05,0.0,-0.0,0.00021571870281153377,-6.0579551932629805e-05,0.0001330671989354624,-3.736881032278033e-05,0.00018158707100054475,-5.099448149186385e-05,0.0003244295447172056,-9.110844908911892e-05,0.0010946907498631637,-0.0003074182918179466,0.0004478948939982084,-0.00012578080452778183,0.0001289490651192779,-3.621232876540222e-05,0.0,-0.0
mosaic,0,0,1,2,2,1,0,1,0,0,7,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0002661343978709248,5.2240757190676825e-05,0.0003631741420010895,7.128913932956897e-05,5.407159078620093e-05,1.0613963725747171e-05,0.0,0.0,7.464914899970141e-05,1.4653228213195596e-05,0.0,0.0,0.0,0.0
mosque,0,0,1,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0002661343978709248,0.00015017203737553226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosquito,0,0,1,0,1,1,0,0,2,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0002578981302385558,8.831016913532078e-05,0.0,0.0
mostly,6,0,6,1,3,11,2,1,1,0,31,0.0005444152073314581,-0.00024496997115110115,0.0,-0.0,0.00043143740562306753,-0.00019413346171397755,0.0001330671989354624,-5.9876115592288434e-05,0.0005447612130016343,-0.0002451256629795066,0.0005947874986482102,-0.00026763594113964116,0.0010946907498631637,-0.000492576911522767,7.464914899970141e-05,-3.3589803573906214e-05,0.0001289490651192779,-5.8023083001424584e-05,0.0,-0.0
mother,0,0,0,1,0,4,0,2,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,1.1596829769647397e-05,0.0,0.0,0.00021628636314480372,1.8849394553671505e-05,0.0,0.0,0.00014929829799940282,1.3011372905180682e-05,0.0002578981302385558,2.2475867367865944e-05,0.0,0.0
motif,0,0,0,0,0,4,1,0,3,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021628636314480372,2.9912987599498533e-05,0.0005473453749315818,7.569934218187273e-05,0.0,0.0,0.00038684719535783365,5.350201089604699e-05,0.0,0.0
motor,2,0,0,5,0,2,0,0,0,0,9,0.00018147173577715272,1.581529366099269e-05,0.0,0.0,0.0,0.0,0.0006653359946773121,5.798414884823699e-05,0.0,0.0,0.00010814318157240186,9.424697276835753e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorized,0,0,0,2,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0002661343978709248,0.00015017203737553226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00030255840774185663
mould,1,0,2,0,0,0,0,0,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mound,0,0,1,0,0,6,0,0,0,0,7,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0,0.0,0.0,0.0,0.0003244295447172056,6.368378235448303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mount,2,4,1,0,2,1,0,1,0,1,12,0.00018147173577715272,-6.857555737120008e-06,0.0009935419771485345,-3.754452149965206e-05,7.190623427051126e-05,-2.7172331120586615e-06,0.0,-0.0,0.0003631741420010895,-1.3723828178463702e-05,5.407159078620093e-05,-2.043287600811063e-06,0.0,-0.0,7.464914899970141e-05,-2.820883912317095e-06,0.0,-0.0,0.0005361930294906167,-2.0261962943377913e-05
mountain,24,15,23,8,4,28,0,40,19,10,171,0.0021776608293258325,-0.00259490810322242,0.0037257824143070045,-0.0044396550865645635,0.0016538433882217589,-0.0019707254462055343,0.0010645375914836992,-0.001268506640302253,0.000726348284002179,-0.0008655191031297831,0.001514004542013626,-0.0018040929980831625,0.0,-0.0,0.002985965959988056,-0.0035580872655536847,0.00245003223726628,-0.0029194668058600453,0.005361930294906166,-0.006389294505275758
mountaineer,1,1,0,0,0,0,0,3,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.00024838549428713363,8.50528268311491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,7.668468516472221e-05,0.0,0.0,0.0,0.0
mountainous,4,0,3,0,1,4,0,0,2,1,15,0.00036294347155430543,-4.888796802375692e-05,0.0,-0.0,0.00021571870281153377,-2.9057001631722782e-05,0.0,-0.0,0.00018158707100054475,-2.445951950198951e-05,0.00021628636314480372,-2.91334646690724e-05,0.0,-0.0,0.0,-0.0,0.0002578981302385558,-3.47385103539539e-05,0.0005361930294906167,-7.222443640614275e-05
mountains,0,2,1,1,0,4,1,1,0,1,11,0.0,0.0,0.0004967709885742673,0.0,7.190623427051126e-05,0.0,0.0001330671989354624,0.0,0.0,0.0,0.00021628636314480372,0.0,0.0005473453749315818,0.0,7.464914899970141e-05,0.0,0.0,0.0,0.0005361930294906167,0.0
mountainside,0,0,0,0,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0005361930294906167,0.00039697731340173937
